name,total_price,compatible_drinks,cutlery,temperature,healthLabels,dietLabels,ingredients,taste,kcal,type,style,course_type,complexity,season
Gluten-free vegan banana bread,35.0,"[sparkling water, white wine]",[],warm,"[vegan, vegetarian, pescatarian, dairy-free, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[],"['cinnamon', 'flour', 'leavening', 'oil']","[salty, fatty]",2523.5059999726104,tapas,fusion,dessert,low,['spring']
Mini Cherry Cheesecake Treats,42.0,"[red wine, white wine]","[fork, knife]",hot,"[low potassium, kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['butter', 'cinnamon', 'cream', 'egg', 'lemon', 'sugar', 'vanilla']","[fatty, salty]",3212.4666283369365,vegetable,classic,dessert,high,['winter']
Slow Cooker Chicken Breast – The Rebel,21.0,"[red wine, herbal tea]","[fork, knife]",hot,"[sugar-conscious, keto-friendly, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]","[high-protein, low-carb]","['butter', 'garlic', 'pepper', 'salt']","[umami, salty]",1423.0528750000003,meat,sibarita,main_course,low,['spring']
Thin and Crispy Chocolate Malted Milk Ball Cookies,42.0,"[red wine, white wine]","[fork, knife]",hot,"[kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'egg', 'flour', 'leavening', 'salt', 'sugar', 'vanilla']","[sweet, fatty, salty]",4091.112416667699,poultry,classic,dessert,high,['summer']
Barbecue Apricot Chicken,56.0,"[red wine, herbal tea]","[fork, knife]",hot,"[keto-friendly, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-carb],"['garlic', 'oil', 'pepper', 'salt']","[salty, umami, fatty]",4427.478078937698,egg,regional,main_course,medium,['autumn']
Half Hour Pudding,21.0,"[red wine, white wine]",[],warm,"[kidney-friendly, vegetarian, pescatarian, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]","[low-fat, low-sodium]","['butter', 'flour', 'leavening', 'milk', 'sugar', 'vanilla', 'water']",[sweet],1671.4509999999998,fruit,fusion,dessert,low,['winter']
"Portobello Pizza With Fresh Mozzarella, Basil And Cherry Tomatoes",14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[sugar-conscious, keto-friendly, vegetarian, pescatarian, mediterranean, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free, kosher]",[low-carb],"['pepper', 'salt']","[salty, fatty]",795.6997408500001,snack,modern,main_course,medium,['winter']
"Salad with Goat Cheese, Pears, Candied Pecans and Maple-Balsamic Dressing",38.5,"[red wine, herbal tea]",[fork],cold,"[low potassium, kidney-friendly, vegetarian, pescatarian, gluten-free, wheat-free, egg-free, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['oil', 'salt']","[sweet, fatty]",1693.1964398770835,salad,fusion,starter,medium,['summer']
Honey Bread,35.0,"[red wine, white wine]","[fork, knife]",hot,"[low potassium, kidney-friendly, vegetarian, pescatarian, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, kosher]",[low-fat],"['cinnamon', 'flour', 'honey', 'leavening', 'milk', 'salt', 'sugar']","[sweet, salty]",3620.744,snack,classical,starter,low,['winter']
Gluten Free Pot Roast,42.0,"[red wine, white wine]","[fork, knife]",hot,"[sugar-conscious, dairy-free, egg-free, peanut-free, tree-nut-free, soy-free, shellfish-free, pork-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['oil', 'onion', 'parsley', 'pepper', 'salt', 'water']","[salty, umami, fatty]",3327.509783498969,snack,sibarita,main_course,medium,['winter']
Fresh Dates Baked in Clay with Labne and Raw Honey,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[vegetarian, pescatarian, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, kosher]","[high-fiber, low-fat]","['honey', 'salt']",[sweet],2118.92,snack,regional,dessert,high,['winter']
Tiny Taco Meatballs 3,49.0,"[red wine, herbal tea]","[fork, knife]",hot,"[sugar-conscious, kidney-friendly, keto-friendly, dairy-free, gluten-free, wheat-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free, kosher, immuno-supportive]","[low-carb, low-sodium]","['egg', 'onion', 'pepper', 'salt']","[umami, fatty, salty]",2486.5569896,snack,fusion,main_course,low,['winter']
Vegetable Pizza Breakfast Skillet,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[vegetarian, pescatarian, gluten-free, wheat-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[low-carb],"['egg', 'garlic', 'oil', 'pepper', 'salt']","[salty, fatty]",1850.316206562965,snack,sibarita,main_course,medium,['winter']
Roasted Shrimp and Mushrooms with Ginger and Green Onion,7.0,"[red wine, herbal tea]","[fork, knife]",hot,"[sugar-conscious, keto-friendly, pescatarian, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, pork-free, red-meat-free, celery-free, mustard-free, lupine-free, alcohol-free]",[low-carb],"['cilantro', 'garlic']",[fatty],656.05581735,snack,regional,main_course,high,['winter']
Portobello-Prosciutto Burgers,14.0,"[red wine, white wine]","[fork, knife]",hot,"[peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, sesame-free, lupine-free, mollusk-free]",[],"['oil', 'pepper', 'salt']","[salty, fatty]",2568.3991968,snack,fusion,main_course,medium,['winter']
Massaged Kale Caesar Salad,3.5,"[red wine, white wine]",[fork],cold,"[sugar-conscious, peanut-free, tree-nut-free, soy-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher, immuno-supportive]","[high-fiber, low-carb]","['cheese', 'garlic', 'lemon', 'oil', 'pepper']",[fatty],1083.738743236271,snack,sibarita,starter,high,['winter']
Chettinad Chicken,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]","[low-carb, low-sodium]","['cinnamon', 'garlic', 'salt', 'water']","[sour, umami, fatty]",3161.135150399785,snack,regional,main_course,medium,['winter']
Hot Brown Sandwiches,28.0,"[red wine, white wine]",[],warm,"[egg-free, peanut-free, tree-nut-free, soy-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[low-carb],"['butter', 'cheese', 'flour', 'milk', 'salt']","[salty, umami, fatty]",4183.782054216779,snack,modern,starter,medium,['summer']
Lemony White Chocolate Mousse With Lemon Curd & Buttercrumb,17.5,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'egg', 'lemon', 'sugar']","[sweet, sour, fatty]",4775.781011348407,snack,regional,dessert,low,"['spring', 'summer', 'autumn', 'winter']"
Best Beef Stew,14.0,"[red wine, white wine]","[fork, knife]",hot,"[dairy-free, egg-free, peanut-free, tree-nut-free, soy-free, shellfish-free, pork-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['carrots', 'garlic', 'pepper', 'salt', 'sugar', 'water']","[salty, umami]",2307.43866287148,snack,fusion,main_course,medium,['winter']
Coconut Almond Granola,42.0,"[red wine, white wine]",[],warm,"[kidney-friendly, vegetarian, pescatarian, dairy-free, egg-free, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['cinnamon', 'honey', 'oil', 'salt', 'vanilla']","[sweet, fatty]",3635.09850000308,snack,classic,dessert,low,['summer']
Broccoli Potato Soup,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, crustacean-free, mustard-free, sesame-free, lupine-free, mollusk-free, kosher]",[high-fiber],"['carrots', 'celery', 'oil', 'pepper', 'salt', 'water']","[salty, sour]",1695.0456714693544,soup,fusion,starter,medium,['winter']
Extra Cheesy Crock Pot Mac and Cheese,31.5,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, mediterranean, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free, kosher]",[],"['egg', 'milk', 'pepper', 'salt']","[salty, umami, fatty]",3616.643082950001,snack,sibarita,main_course,medium,['autumn']
"Tomato Tart with Caramelized Onions, Olives & Anchovies",28.0,"[red wine, white wine]",[],warm,"[pescatarian, egg-free, peanut-free, tree-nut-free, soy-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'flour', 'salt', 'sugar', 'water']","[salty, fatty]",2209.174204825209,snack,classical,starter,high,['winter']
Pumpkin Lasagna,21.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, mediterranean, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[],"['cheese', 'oil', 'onion', 'pepper', 'salt']","[salty, fatty]",2439.8480377875003,snack,sibarita,main_course,medium,['winter']
Caribbean Cornbread,28.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'egg', 'flour', 'leavening', 'salt', 'sugar']","[sweet, salty, fatty]",4158.767885024524,rice,regional,starter,low,['summer']
Sindhi Biryani (Spiced Goat and Rice Pilaf),28.0,"[red wine, herbal tea]","[fork, knife]",hot,"[gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[high-fiber],"['cilantro', 'cinnamon', 'garlic', 'lemon', 'pepper', 'salt']","[salty, sour, umami]",7372.581109120361,legume,sibarita,main_course,high,['winter']
Low Fat Huevos Rancheros with Mango Salsa,3.5,"[red wine, herbal tea]","[fork, knife]",hot,"[vegetarian, pescatarian, dairy-free, gluten-free, wheat-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]","[high-fiber, low-fat]","['cilantro', 'salt']","[sour, sweet]",560.5247816669364,fish,fusion,main_course,medium,['winter']
Toasted Corn Flakes Cupcakes with Cereal Milk Pipettes,77.0,"[red wine, white wine]","[fork, knife]",hot,"[kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'cinnamon', 'egg', 'flour', 'salt', 'sugar', 'vanilla']","[salty, fatty]",11178.523333333334,poultry,sibarita,dessert,high,['spring']
Summer Berry Mint Chocolate Galette,17.5,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[high-fiber],"['lemon', 'oil', 'salt', 'water']",[fatty],3035.075451759979,tapas,modern,dessert,medium,"['spring', 'summer', 'autumn', 'winter']"
French Sables Korova {Double Chocolate Cookies},14.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[high-fiber],"['butter', 'flour', 'leavening', 'sugar', 'vanilla']","[sweet, fatty]",2940.821888333333,snack,fusion,dessert,low,"['spring', 'summer', 'autumn', 'winter']"
Roasted Asparagus and Tomato with Lemon Garlic Hollandaise,10.5,"[red wine, herbal tea]","[fork, knife]",hot,"[sugar-conscious, kidney-friendly, keto-friendly, vegetarian, pescatarian, gluten-free, wheat-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[low-carb],"['butter', 'garlic', 'lemon', 'oil', 'salt']",[fatty],1039.5884999999998,snack,classic,main_course,medium,"['spring', 'summer', 'autumn', 'winter']"
Pineapple Upside Down Biscuits,17.5,"[red wine, white wine]",[],warm,"[low potassium, vegetarian, pescatarian, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'cinnamon', 'sugar']","[sweet, salty]",2031.768181309375,snack,modern,dessert,low,"['spring', 'summer', 'autumn', 'winter']"
Flaky Herbed Biscuits,42.0,"[red wine, white wine]",[],warm,"[sugar-conscious, low potassium, kidney-friendly, vegetarian, pescatarian, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-carb],"['butter', 'flour', 'leavening', 'salt', 'sugar']","[salty, fatty]",7832.282999999388,snack,gourmet,dessert,medium,"['spring', 'summer', 'autumn', 'winter']"
Slow Cooker Sweet Potato Chili (Bean-Free!),24.5,"[red wine, herbal tea]","[fork, knife]",hot,"[dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free, kosher]",[high-fiber],"['carrots', 'garlic', 'salt']","[salty, sour, umami]",1789.52306025,snack,regional,main_course,low,"['spring', 'summer', 'autumn', 'winter']"
Cheesecake Cream Puffs,105.0,"[red wine, white wine]","[fork, knife]",hot,"[low potassium, kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['butter', 'cream', 'egg', 'sugar', 'vanilla', 'water']","[fatty, salty]",4799.007679383871,snack,modern,dessert,high,"['spring', 'summer', 'autumn', 'winter']"
Baked tuna and cauliflower frittata,21.0,"[red wine, white wine]","[fork, knife]",hot,"[keto-friendly, pescatarian, mediterranean, peanut-free, tree-nut-free, soy-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[low-carb],"['cheese', 'egg', 'garlic', 'oil']","[salty, umami, fatty]",2797.755779996857,snack,gourmet,main_course,medium,"['spring', 'summer', 'autumn', 'winter']"
Vanilla Cupcakes with Caramel Icing,56.0,"[red wine, white wine]",[],warm,"[low potassium, kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'egg', 'leavening', 'salt', 'sugar']","[sweet, salty, fatty]",4883.632,snack,regional,dessert,medium,"['spring', 'summer', 'autumn', 'winter']"
"Turai Ki Sabzi, Turai",7.0,"[sparkling water, white wine]","[fork, knife]",hot,"[sugar-conscious, vegan, vegetarian, pescatarian, mediterranean, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[high-fiber],"['onion', 'salt']",[sour],267.284,snack,fusion,main_course,high,"['spring', 'summer', 'autumn', 'winter']"
Huli Huli Chicken,14.0,"[red wine, white wine]","[fork, knife]",hot,"[dairy-free, egg-free, peanut-free, tree-nut-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, kosher]",[low-carb],"['cumin', 'garlic', 'honey', 'lemon', 'sugar']","[sweet, salty, umami]",3383.3258182747804,snack,gourmet,main_course,low,"['spring', 'summer', 'autumn', 'winter']"
Slow-Cooker Mediterranean Chicken Thigh Stew,21.0,"[red wine, herbal tea]","[fork, knife]",hot,"[sugar-conscious, keto-friendly, mediterranean, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free]","[high-protein, low-carb]",['lemon'],"[umami, salty]",1647.656319125876,snack,regional,main_course,medium,"['spring', 'summer', 'autumn', 'winter']"
Poolside Pasta Salad,31.5,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[],['garlic'],"[fatty, salty]",3657.7688002250006,pasta,sibarita,starter,low,"['spring', 'summer', 'autumn', 'winter']"
British Slow Cooked Brisket Casserole,14.0,"[red wine, white wine]","[fork, knife]",hot,"[dairy-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, crustacean-free, mustard-free, sesame-free, lupine-free, mollusk-free, kosher]",[low-carb],"['carrots', 'celery', 'flour', 'garlic', 'oil', 'parsley']","[salty, umami, fatty]",5187.868037612187,meat,modern,main_course,medium,"['spring', 'summer', 'autumn', 'winter']"
Lime Snowball Cookies,14.0,"[red wine, white wine]","[fork, knife]",hot,"[low potassium, kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'flour', 'sugar']","[fatty, sweet]",2803.475313117051,snack,regional,dessert,low,"['spring', 'summer', 'autumn', 'winter']"
Chocolate Peppermint Stick Mousse,17.5,"[red wine, white wine]",[],warm,"[vegetarian, pescatarian, dairy-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['salt', 'vanilla']",[fatty],1965.2407280208524,soup,fusion,dessert,medium,"['spring', 'summer', 'autumn', 'winter']"
Chicken Pot Pie Soup,28.0,"[red wine, white wine]","[fork, knife]",hot,"[egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[],"['carrots', 'flour', 'pepper', 'salt']","[salty, umami, fatty]",3532.2663568000003,salad,classic,starter,medium,"['spring', 'summer', 'autumn', 'winter']"
Mandarin Chow Mein for Two,7.0,"[red wine, white wine]","[fork, knife]",hot,"[dairy-free, egg-free, peanut-free, tree-nut-free, shellfish-free, crustacean-free, celery-free, mustard-free, lupine-free, mollusk-free, alcohol-free]",[high-fiber],"['garlic', 'sugar']",[sour],1106.2835957485022,fish,sibarita,main_course,medium,"['spring', 'summer', 'autumn', 'winter']"
All In Meatless Mincemeat,126.0,"[red wine, herbal tea]","[fork, knife]",hot,"[vegetarian, pescatarian, dairy-free, gluten-free, wheat-free, egg-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, no oil added, kosher]","[low-fat, low-sodium]","['cinnamon', 'honey', 'lemon', 'salt']","[sour, salty]",4737.742445991667,egg,classical,main_course,low,"['spring', 'summer', 'autumn', 'winter']"
Pistachio Ice Cream with Rose Water,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[vegetarian, pescatarian, gluten-free, wheat-free, egg-free, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, kosher]",[],"['cream', 'salt', 'sugar']","[sweet, fatty, salty]",2532.1473560296317,tapas,sibarita,dessert,medium,"['spring', 'summer', 'autumn', 'winter']"
Grilled Pimiento Cheese and Fried Green Tomato Sandwich (GPC),14.0,"[red wine, white wine]",[],warm,"[peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[high-fiber],"['cream', 'egg', 'flour', 'garlic', 'oil', 'salt']","[salty, fatty]",6586.722547426431,fruit,sibarita,starter,medium,"['spring', 'summer', 'autumn', 'winter']"
Lighter Lasagna,14.0,"[red wine, white wine]","[fork, knife]",hot,"[egg-free, peanut-free, tree-nut-free, fish-free, shellfish-free, pork-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]","[high-fiber, low-carb]","['butter', 'cilantro', 'flour', 'garlic', 'milk', 'onion']","[salty, sour, umami]",3328.3322194390284,snack,sibarita,main_course,medium,"['spring', 'summer', 'autumn', 'winter']"
Peanutty Tagalong Brownies,35.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'egg', 'flour', 'oil', 'salt', 'sugar']","[fatty, salty]",7718.942333333334,legume,sibarita,dessert,medium,"['spring', 'summer', 'autumn', 'winter']"
Alicia,21.0,"[red wine, white wine]","[fork, knife]",hot,"[dairy-free, egg-free, peanut-free, tree-nut-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, kosher]",[low-carb],"['garlic', 'sugar', 'water']","[salty, umami, fatty]",5225.828810830572,cream,sibarita,main_course,high,"['spring', 'summer', 'autumn', 'winter']"
Chocolate Danette - Crème au Chocolat Dessert,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[vegetarian, pescatarian, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['butter', 'cream', 'sugar', 'vanilla']","[sweet, fatty]",960.791768059902,rice,modern,dessert,high,"['spring', 'summer', 'autumn', 'winter']"
Baked Vegetable Medley 4,42.0,"[red wine, white wine]","[fork, knife]",hot,"[egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[],"['butter', 'carrots', 'milk']","[salty, sour, sweet]",1661.309457634375,poultry,regional,main_course,medium,"['spring', 'summer', 'autumn', 'winter']"
Homemade Dr. Pepper BBQ Sauce,3.5,"[red wine, white wine]","[fork, knife]",hot,"[dairy-free, egg-free, peanut-free, tree-nut-free, soy-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, kosher]",[low-fat],"['garlic', 'pepper', 'salt', 'sugar', 'water']",[sweet],261.2145062497753,broth,sibarita,main_course,low,"['spring', 'summer', 'autumn', 'winter']"
Lemon Garlic Shrimp Fettuccine,14.0,"[red wine, white wine]","[fork, knife]",hot,"[pescatarian, egg-free, peanut-free, tree-nut-free, soy-free, pork-free, red-meat-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[],"['butter', 'cheese', 'flour', 'garlic', 'lemon', 'milk', 'parsley', 'pepper', 'salt']","[salty, umami]",2236.068997044724,soup,classic,main_course,medium,"['spring', 'summer', 'autumn', 'winter']"
Accidentally Vegan Banana-Nut Muffins,14.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[high-fiber],"['butter', 'cinnamon', 'egg', 'flour', 'leavening', 'oil', 'sugar']","[sweet, fatty]",4478.220750008098,vegetable,regional,dessert,low,"['spring', 'summer', 'autumn', 'winter']"
Pineapple Yogurt Parfaits,14.0,"[red wine, herbal tea]",[],warm,"[vegetarian, pescatarian, gluten-free, wheat-free, egg-free, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]","[high-fiber, low-sodium]","['cinnamon', 'sugar']","[sweet, sour, fatty]",1401.236143794959,meat,fusion,dessert,low,"['spring', 'summer', 'autumn', 'winter']"
